t,x,y,phi_rad,vx_body,vy_body,omega_rad_s,throttle,steering_angle_rad
6647.944355,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.048924,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.151478,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.253667,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.354166,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.458107,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.567358,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.654265,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.756802,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.857083,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6648.958390,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.057795,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.160052,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.260557,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.365406,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.467824,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.544347,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.657145,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.756627,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.860528,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6649.960481,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.064513,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.165870,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.265882,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.368039,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.468271,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.568918,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.670757,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.770340,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.846286,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6650.947510,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6651.050622,299.399994,129.750000,3.141588,0.000000,-0.000000,-0.000000,0.050000,0.000000
6651.153039,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.050000,0.000000
6651.258423,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.050000,0.000000
6651.364776,299.399994,129.750000,3.141588,0.000000,0.000000,0.000000,0.100000,0.000000
6651.467969,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.100000,0.000000
6651.547199,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.150000,0.000000
6651.649335,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.150000,0.000000
6651.750372,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.150000,0.000000
6651.857354,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.200000,0.000000
6651.958351,299.399994,129.750000,3.141588,-0.000000,0.000000,0.000000,0.200000,0.000000
6652.059291,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.200000,0.000000
6652.165096,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.250000,0.000000
6652.266961,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.250000,0.000000
6652.367880,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.250000,0.000000
6652.447469,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.300000,0.000000
6652.548400,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.300000,0.000000
6652.649026,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.300000,0.000000
6652.752310,299.399994,129.750000,3.141588,-0.000000,0.000000,-0.000000,0.350000,0.000000
6652.854538,299.399994,129.750000,3.141588,-0.000000,-0.000000,-0.000000,0.350000,0.000000
6652.955042,299.385925,129.749985,3.141584,0.427617,0.000013,-0.000029,0.350000,0.000000
6653.062331,299.310547,129.749985,3.141581,0.832114,0.000013,-0.000035,0.400000,0.000000
6653.146413,299.232788,129.749985,3.141569,0.977983,0.000005,-0.000069,0.400000,0.000000
6653.248925,299.131378,129.749985,3.141568,1.014184,0.000001,-0.000022,0.400000,0.000000
6653.349927,299.029083,129.749985,3.141570,1.006361,-0.000009,0.000041,0.400000,0.000000
6653.455141,298.919586,129.750015,-3.141558,1.074211,0.000038,0.002676,0.400000,0.000000
6653.559172,298.805359,129.750031,-3.141525,1.109140,-0.000028,-0.000078,0.400000,0.000000
6653.661815,298.686859,129.750015,-3.141543,1.187619,-0.000020,0.000428,0.400000,0.000000
6653.766434,298.559967,129.750015,-3.141545,1.231613,0.000013,-0.000006,0.400000,0.000000
6653.867636,298.431061,129.750015,-3.141548,1.298196,0.000005,-0.000006,0.400000,0.000000
6653.946281,298.326416,129.750015,-3.141552,1.359257,0.000006,-0.000082,0.450000,0.000000
6654.048505,298.184143,129.750015,-3.141559,1.442626,0.000007,-0.000018,0.450000,0.000000
6654.150379,298.033325,129.750000,-3.141559,1.527639,0.000001,-0.000004,0.450000,0.000000
6654.250581,297.876160,129.750000,-3.141559,1.613607,-0.000000,-0.000004,0.450000,0.000000
6654.351854,297.709167,129.750000,-3.141559,1.691980,-0.000001,-0.000003,0.450000,0.000000
6654.454309,297.532562,129.750000,-3.141559,1.764596,-0.000001,-0.000003,0.450000,0.000000
6654.556455,297.348816,129.750000,-3.141559,1.838381,-0.000001,-0.000004,0.450000,0.000000
6654.658737,297.157990,129.750000,-3.141560,1.911302,-0.000000,-0.000003,0.450000,0.000000
6654.762535,296.956635,129.750000,-3.141560,1.972119,-0.000000,-0.000003,0.450000,0.000000
6654.844300,296.794495,129.750000,-3.141560,1.994386,0.000000,0.000000,0.450000,0.000000
6654.955550,296.569183,129.750000,-3.141560,2.041875,-0.000000,-0.000001,0.450000,0.000000
6655.062536,296.346222,129.750000,-3.141560,2.116641,-0.000000,-0.000001,0.500000,0.000000
6655.169544,296.114655,129.750000,-3.141561,2.207297,0.000000,-0.000002,0.500000,0.000000
6655.270274,295.885712,129.750000,-3.141561,2.322876,-0.000000,-0.000002,0.500000,0.000000
6655.349139,295.699127,129.750000,-3.141561,2.402202,-0.000000,-0.000004,0.500000,0.000000
6655.451110,295.448486,129.750000,-3.141562,2.509227,-0.000000,-0.000004,0.500000,0.000000
6655.554624,295.183380,129.750000,-3.141562,2.613887,-0.000001,-0.000004,0.500000,0.000000
6655.659635,294.903748,129.750000,-3.141563,2.719779,0.000000,-0.000004,0.500000,0.000000
6655.767412,294.605621,129.750000,-3.141563,2.828488,0.000000,-0.000004,0.500000,0.000000
6655.870515,294.307526,129.750000,-3.141563,2.950229,0.000001,-0.000004,0.500000,0.000000
6655.949778,294.069946,129.750000,-3.141563,3.033553,0.000000,-0.000003,0.550000,0.000000
6656.050136,293.756439,129.750000,-3.141564,3.196960,0.000000,-0.000004,0.550000,0.000000
6656.153102,293.418121,129.750000,-3.141564,3.364737,-0.000001,-0.000005,0.550000,0.000000
6656.254534,293.066895,129.750000,-3.141565,3.542956,-0.000000,-0.000005,0.550000,0.000000
6656.358720,292.687775,129.750000,-3.141566,3.721716,0.000001,-0.000005,0.550000,0.000000
6656.462966,292.289429,129.750000,-3.141566,3.903434,0.000000,-0.000005,0.550000,0.000000
6656.567209,291.872498,129.750000,-3.141566,4.079851,-0.000001,-0.000005,0.550000,0.000000
6656.668653,291.449310,129.750000,-3.141567,4.248573,-0.000001,-0.000006,0.550000,0.000000
6656.745094,291.119171,129.750000,-3.141568,4.374864,0.000002,-0.000006,0.550000,0.000000
6656.846960,290.664276,129.750000,-3.141568,4.542485,-0.000001,-0.000006,0.550000,0.000000
6656.947560,290.198303,129.750000,-3.141568,4.707426,-0.000002,-0.000006,0.550000,0.000000
6657.052828,289.693146,129.753021,3.139445,4.873844,-0.112569,-0.067352,0.550000,-0.030000
6657.154772,289.187378,129.767075,3.130572,5.036879,-0.158737,-0.094396,0.550000,-0.030000
6657.259056,288.658966,129.787308,3.120518,5.042282,-0.156359,-0.098007,0.550000,-0.030000
6657.361521,288.135254,129.812531,3.110651,5.140454,-0.161132,-0.066548,0.550000,-0.030000
6657.442674,287.720184,129.836349,3.103471,5.095373,-0.157973,-0.135599,0.550000,-0.030000
6657.559378,287.132874,129.874435,3.092458,5.005566,-0.148605,-0.154440,0.550000,-0.030000
6657.645845,286.686493,129.907898,3.084072,5.333459,-0.163520,-0.052450,0.550000,-0.030000
6657.749038,286.139587,129.955902,3.071390,5.313963,-0.247719,-0.116902,0.550000,-0.060000
6657.850808,285.600647,130.019012,3.052551,5.351806,-0.301227,-0.153848,0.550000,-0.060000
6657.955091,285.044281,130.096664,3.031409,5.415397,-0.310002,-0.163378,0.550000,-0.060000
6658.055875,284.498932,130.184570,3.010439,5.533345,-0.316473,-0.171481,0.550000,-0.060000
6658.163271,283.909851,130.292542,2.987713,5.624751,-0.318342,-0.168303,0.550000,-0.060000
6658.267572,283.328949,130.412460,2.965367,5.745167,-0.323373,-0.177046,0.550000,-0.060000
6658.347768,282.875977,130.515030,2.947435,5.825658,-0.322527,-0.263303,0.550000,-0.060000
6658.453607,282.269806,130.665482,2.923938,5.945725,-0.325472,-0.270488,0.550000,-0.060000
6658.562076,281.641571,130.837082,2.899386,6.055686,-0.328488,-0.271161,0.550000,-0.060000
6658.670809,281.001068,131.018311,2.881397,6.182612,-0.185402,-0.180353,0.550000,-0.030000
6658.748547,280.534821,131.154480,2.871716,6.299202,-0.175268,-0.085191,0.550000,-0.030000
6658.855748,279.880890,131.353088,2.858644,6.419274,-0.173269,-0.075148,0.550000,-0.030000
6658.965481,279.196198,131.558884,2.852391,6.588120,-0.016389,-0.058901,0.550000,0.000000
6659.070432,278.527283,131.758286,2.851340,6.702593,0.000572,-0.044004,0.550000,0.000000
6659.151981,277.999786,131.912506,2.853884,6.763250,0.110567,0.112215,0.550000,0.030000
6659.255619,277.316864,132.099304,2.864442,6.882144,0.171761,0.155811,0.550000,0.030000
6659.359196,276.620605,132.279739,2.877433,6.995498,0.179908,0.165468,0.550000,0.030000
6659.468725,275.872101,132.459930,2.894049,7.058267,0.288322,0.238240,0.550000,0.060000
6659.548156,275.320160,132.575912,2.912110,7.127374,0.346228,0.208150,0.550000,0.060000
6659.650465,274.596863,132.710052,2.938563,7.241410,0.362821,0.228652,0.550000,0.060000
6659.756898,273.830627,132.820663,2.974080,7.296984,0.512835,0.337304,0.550000,0.090000
6659.864681,273.043945,132.899231,3.016281,7.362099,0.532366,0.365475,0.550000,0.090000
6659.947128,272.436096,132.937180,3.049955,7.404271,0.529740,0.442768,0.550000,0.090000
6660.051138,271.660126,132.955948,3.092573,7.498797,0.537200,0.443868,0.550000,0.090000
6660.153311,270.888031,132.941849,3.134900,7.595196,0.543203,0.446919,0.550000,0.090000
6660.258945,270.083008,132.892792,-3.104114,7.659929,0.540886,0.453284,0.550000,0.090000
6660.366687,269.258453,132.809570,-3.061089,7.726925,0.422942,0.379973,0.550000,0.060000
6660.469717,268.463379,132.707489,-3.028369,7.815846,0.371779,0.333952,0.550000,0.060000
6660.547394,267.860321,132.617249,-3.008122,7.879385,0.249225,0.186847,0.550000,0.030000
6660.647687,267.075104,132.491730,-2.989943,7.965395,0.193903,0.134207,0.550000,0.030000
6660.748173,266.282715,132.352188,-2.974275,8.039571,0.190210,0.119789,0.550000,0.030000
6660.854230,265.441101,132.202591,-2.966551,8.077913,0.017844,-0.000991,0.550000,0.000000
6660.960232,264.595642,132.052628,-2.964912,8.121411,-0.000622,-0.026031,0.550000,0.000000
6661.045853,263.910858,131.932114,-2.965169,8.116671,-0.084662,-0.007623,0.550000,-0.030000
6661.152638,263.051086,131.794922,-2.976264,8.372063,-0.187839,-0.124601,0.550000,-0.030000
6661.254863,262.159119,131.667282,-2.991628,9.102098,-0.212192,-0.155866,0.550000,-0.030000
6661.359052,261.195862,131.557144,-3.017256,9.441017,-0.390691,-0.282645,0.550000,-0.060000
6661.459771,260.236755,131.479111,-3.049150,9.638851,-0.408409,-0.315027,0.550000,-0.060000
6661.568546,259.182037,131.427719,-3.085965,9.765789,-0.392526,-0.323705,0.550000,-0.060000
6661.666391,258.219208,131.413712,-3.120010,9.905368,-0.396834,-0.337358,0.550000,-0.060000
6661.769436,257.192047,131.434540,3.126866,10.022625,-0.393472,-0.335300,0.550000,-0.060000
6661.851640,256.366241,131.477295,3.097357,10.089373,-0.380255,-0.379757,0.550000,-0.060000
6661.959691,255.273865,131.570343,3.058444,10.194888,-0.377026,-0.381612,0.550000,-0.060000
6662.070028,254.146622,131.696396,3.028756,10.341957,-0.200029,-0.207618,0.550000,-0.030000
6662.149724,253.325821,131.803955,3.012028,10.423361,-0.184988,-0.217259,0.550000,-0.030000
6662.255316,252.229156,131.954086,3.001494,10.536275,0.001826,-0.061756,0.550000,0.000000
6662.360567,251.123947,132.105042,3.001824,10.643975,0.147226,0.064104,0.550000,0.030000
6662.465223,250.012497,132.239700,3.015973,10.748570,0.208349,0.153303,0.550000,0.030000
6662.547881,249.125626,132.330490,3.033611,10.809194,0.331241,0.287475,0.550000,0.060000
6662.647603,248.044998,132.406998,3.066029,10.908618,0.394735,0.361753,0.550000,0.060000
6662.748769,246.937119,132.443512,3.105847,10.985279,0.510262,0.464041,0.550000,0.090000
6662.849236,245.829727,132.422241,-3.125893,11.058566,0.569648,0.545466,0.550000,0.090000
6662.951343,244.699081,132.339783,-3.068818,11.138665,0.562987,0.571392,0.550000,0.090000
6663.053166,243.570053,132.193497,-3.010325,11.216504,0.551690,0.580121,0.550000,0.090000
6663.154083,242.453781,131.983307,-2.951697,11.290912,0.543745,0.584046,0.550000,0.090000
6663.257954,241.312119,131.697952,-2.890917,11.364285,0.537493,0.587664,0.550000,0.090000
6663.367113,240.123413,131.326096,-2.829718,11.461566,0.400703,0.497738,0.550000,0.060000
6663.446082,239.268570,131.019989,-2.793370,11.528419,0.347790,0.439750,0.550000,0.060000
6663.550174,238.149521,130.573242,-2.752856,11.621117,0.202964,0.315701,0.550000,0.030000
6663.651095,237.067902,130.107559,-2.726340,11.707512,0.159585,0.237005,0.550000,0.030000
6663.752399,235.986832,129.609055,-2.703849,11.789200,0.170698,0.216254,0.550000,0.030000
6663.853259,234.914993,129.084427,-2.682475,11.867983,0.179588,0.211246,0.550000,0.030000
6663.953411,233.856888,128.522766,-2.661704,11.936604,0.066810,0.207689,0.550000,0.030000
6664.058421,232.743378,127.932213,-2.644595,12.016961,-0.021270,0.099951,0.550000,0.000000
6664.170086,231.547012,127.324547,-2.662311,12.009120,-0.606845,-0.426903,0.550000,-0.150000
6664.253591,230.629639,126.917381,-2.708181,11.968434,-0.604782,-0.646875,0.550000,-0.210000
6664.341941,229.667480,126.537285,-2.780306,10.128242,1.152531,-0.445089,0.550000,-0.300000
6664.452203,228.656601,126.100029,-2.847413,9.792298,0.019429,-0.771325,0.550000,-0.420000
6664.559430,227.681335,125.863129,-2.958757,9.085250,-0.875065,-1.228966,0.550000,-0.510000
6664.667607,226.747452,125.833961,-3.109181,8.273541,-1.640395,-1.513187,0.550000,-0.600000
6664.766626,225.978271,125.985336,3.012463,7.559711,-2.153312,-1.728078,0.550000,-0.600000
6664.867344,225.305191,126.291374,2.828427,7.035516,-2.513757,-1.865018,0.550000,-0.600000
6664.967501,224.727554,126.703300,2.659682,6.851111,-2.506812,-1.641628,0.550000,-0.600000
6665.062824,224.308273,127.178558,2.479998,6.223359,-2.943156,-2.020473,0.500000,-0.600000
6665.157246,224.031693,127.711449,2.280841,5.984047,-3.010264,-2.142002,0.500000,-0.600000
6665.263388,223.863068,128.344070,2.053803,5.822866,-3.115584,-2.183392,0.500000,-0.600000
6665.353706,223.823257,128.881989,1.850174,5.610484,-2.910409,-2.301377,0.500000,-0.600000
6665.462051,223.911102,129.502029,1.602866,5.501076,-2.921151,-2.106471,0.500000,-0.600000
6665.554991,224.131363,129.996063,1.412651,5.427323,-3.015687,-2.006655,0.350000,-0.600000
6665.646649,224.434433,130.422958,1.229127,5.287541,-2.988148,-1.979202,0.200000,-0.600000
6665.767398,224.922867,130.868256,0.991656,5.004411,-2.899144,-1.952982,0.000000,-0.600000
6665.859961,225.346558,131.104874,0.817384,4.687950,-2.915318,-1.852924,0.000000,-0.600000
6665.959039,225.775528,131.241470,0.637881,3.795282,-2.622378,-1.748404,0.000000,-0.600000
6666.058754,226.150406,131.275330,0.474996,3.090979,-2.408534,-1.529916,0.000000,-0.600000
6666.155389,226.455383,131.239670,0.339101,2.517937,-2.181144,-1.305571,0.000000,-0.600000
6666.250842,226.697769,131.167160,0.225815,2.011110,-1.899334,-1.089164,0.000000,-0.600000
6666.354024,226.895660,131.074066,0.125985,1.513224,-1.545026,-0.869587,0.000000,-0.600000
6666.467216,227.046280,130.977219,0.040589,1.037202,-1.172467,-0.653132,0.000000,-0.600000
6666.556722,227.119659,130.917831,-0.007118,0.451361,-0.592593,-0.312429,0.000000,-0.600000
6666.667056,227.124329,130.911499,-0.011090,-0.000681,0.002403,-0.000538,0.000000,-0.600000
6666.755061,227.124725,130.910950,-0.011151,-0.000712,0.002493,-0.000590,0.000000,-0.600000
6666.862294,227.125076,130.910461,-0.011201,-0.000447,0.001408,-0.000335,0.000000,-0.600000
6666.956964,227.125244,130.910248,-0.011225,-0.000254,0.000816,-0.000187,0.000000,-0.600000
6667.051890,227.125351,130.910095,-0.011238,-0.000119,0.000482,-0.000093,0.000000,-0.600000
6667.164590,227.125381,130.909973,-0.011244,-0.000034,0.000121,-0.000019,0.000000,-0.600000
6667.257187,227.125412,130.909912,-0.011245,-0.000046,0.000091,0.000014,0.000000,-0.600000
6667.367024,227.125427,130.909866,-0.011244,-0.000029,0.000053,0.000008,0.000000,-0.600000
6667.455490,227.125443,130.909836,-0.011244,-0.000017,0.000033,0.000005,0.000000,-0.600000
6667.566788,227.125443,130.909821,-0.011243,-0.000003,0.000010,0.000001,0.000000,-0.600000
6667.654360,227.125443,130.909805,-0.011243,-0.000005,0.000012,0.000002,0.000000,-0.600000
6667.766346,227.125443,130.909805,-0.011243,-0.000003,0.000007,0.000001,0.000000,-0.600000
6667.859114,227.125458,130.909805,-0.011243,-0.000002,0.000004,0.000001,0.000000,-0.570000
6667.950280,227.125458,130.909805,-0.011243,-0.000001,0.000003,0.000000,0.000000,-0.570000
6668.060833,227.125458,130.909790,-0.011243,-0.000001,0.000001,0.000000,0.000000,-0.540000
6668.149898,227.125458,130.909790,-0.011243,-0.000000,0.000001,0.000000,0.000000,-0.540000
6668.262007,227.125458,130.909790,-0.011243,-0.000000,0.000001,0.000000,0.000000,-0.510000
6668.349882,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.510000
6668.456478,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.480000
6668.567245,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.480000
6668.653291,227.125458,130.909790,-0.011243,-0.000000,-0.000000,0.000000,0.000000,-0.480000
6668.768172,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.480000
6668.854664,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.480000
6668.963771,227.125458,130.909790,-0.011243,-0.000000,0.000000,-0.000000,0.000000,-0.480000
6669.053749,227.125458,130.909790,-0.011243,-0.000000,-0.000000,0.000000,0.000000,-0.480000
6669.171061,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.480000
6669.262574,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.480000
6669.361783,227.125458,130.909790,-0.011243,-0.000000,0.000000,0.000000,0.000000,-0.480000
6669.459291,227.127121,130.908936,-0.011847,0.009975,-0.026786,-0.013411,0.100000,-0.480000
6669.554940,227.127991,130.908463,-0.012202,0.011788,-0.025452,-0.016347,0.300000,-0.480000
6669.646928,227.129761,130.907654,-0.012790,0.023146,-0.032218,-0.020124,0.450000,-0.480000
6669.764582,227.134567,130.905441,-0.014476,0.077048,-0.030060,-0.013969,0.650000,-0.480000
6669.857920,227.149979,130.898148,-0.019818,0.224681,-0.158839,-0.085757,0.800000,-0.480000
6669.952182,227.182922,130.882034,-0.031161,0.461737,-0.281282,-0.146280,0.950000,-0.480000
6670.045459,227.238312,130.852951,-0.050939,0.735412,-0.468748,-0.257458,1.000000,-0.480000
6670.162666,227.340500,130.796173,-0.087138,1.057411,-0.655592,-0.355865,1.000000,-0.480000
6670.253184,227.443054,130.735352,-0.123688,1.370963,-0.841348,-0.458045,1.000000,-0.480000
6670.361350,227.605011,130.629318,-0.182191,1.858297,-1.139514,-0.612039,1.000000,-0.480000
6670.451928,227.770828,130.507401,-0.244209,2.272986,-1.367096,-0.745143,1.000000,-0.480000
6670.562964,228.007675,130.307663,-0.336872,2.825333,-1.644127,-0.910596,1.000000,-0.480000
6670.654612,228.225067,130.092941,-0.426958,3.305430,-1.862372,-1.044752,1.000000,-0.480000
6670.749197,228.469955,129.817398,-0.529033,3.918671,-1.976769,-1.126994,1.000000,-0.450000
6670.864193,228.777832,129.397278,-0.668144,4.609659,-2.181004,-1.283545,1.000000,-0.450000
6670.960460,229.021164,128.959351,-0.798705,5.201083,-2.346363,-1.429922,1.000000,-0.450000
6671.060924,229.255432,128.424591,-0.945482,5.833544,-2.193033,-1.465899,1.000000,-0.450000
6671.163694,229.441513,127.839806,-1.090979,5.756835,-2.213590,-1.414673,1.000000,-0.450000
6671.245979,229.531570,127.362221,-1.202824,5.877516,-1.952346,-1.326930,1.000000,-0.360000
6671.349567,229.614014,126.658768,-1.335548,7.376698,-1.737837,-1.245529,1.000000,-0.270000
6671.452420,229.678192,126.007156,-1.444009,-2.031421,1.684571,-0.726759,1.000000,-0.150000
6671.555345,229.837555,126.166298,-1.525716,-0.810294,0.937188,-0.813624,1.000000,-0.060000
6671.652643,229.916397,126.180107,-1.576876,0.771185,0.203361,-0.166551,1.000000,0.030000
6671.767025,229.931702,125.997459,-1.577035,-0.719602,-0.012654,0.012678,0.950000,0.030000
6671.856422,229.931824,125.983192,-1.575714,0.913908,0.043031,0.021238,0.950000,0.030000
6671.969728,229.932083,125.987373,-1.575868,0.042658,0.000249,-0.000062,0.950000,0.030000
6672.060286,229.932770,125.987602,-1.576142,0.002714,0.006516,-0.003507,0.950000,0.030000
6672.154108,229.932785,125.987770,-1.576151,0.000814,-0.005370,0.003023,0.950000,0.030000
6672.256160,229.932831,125.987831,-1.576165,0.000103,0.004195,-0.002599,0.750000,0.030000
6672.355721,229.933426,125.987816,-1.576402,-0.000237,-0.000783,0.000192,0.600000,0.030000
6672.449169,229.933350,125.987793,-1.576358,-0.000107,0.001316,-0.000674,0.450000,0.030000
6672.564265,229.933380,125.987724,-1.576369,-0.000509,0.004433,-0.002652,0.300000,0.030000
6672.656365,229.933517,125.987793,-1.576820,-0.008153,-0.000044,-0.002052,0.100000,0.030000
6672.752318,229.933548,125.988426,-1.576822,0.002292,-0.001041,-0.000037,0.000000,0.030000
6672.868676,229.933609,125.989334,-1.576826,0.001506,-0.000607,-0.000019,0.000000,0.030000
6672.961589,229.933624,125.989761,-1.576827,0.000880,-0.000339,-0.000010,0.000000,0.030000
6673.054243,229.933624,125.990013,-1.576827,0.000488,-0.000186,-0.000005,0.000000,0.030000
6673.166852,229.933655,125.990219,-1.576827,0.000233,-0.000091,-0.000002,0.000000,0.030000
6673.254813,229.933655,125.990303,-1.576827,0.000130,-0.000053,-0.000001,0.000000,0.030000
6673.367296,229.933655,125.990349,-1.576827,0.000061,-0.000027,-0.000001,0.000000,0.030000
6673.458986,229.933655,125.990372,-1.576827,0.000019,-0.000010,-0.000000,0.000000,0.030000
6673.552049,229.933655,125.990379,-1.576827,0.000021,-0.000011,-0.000000,0.000000,0.030000
6673.664867,229.933655,125.990387,-1.576827,0.000013,-0.000001,0.000000,0.000000,0.030000
6673.754890,229.933655,125.990395,-1.576827,0.000007,-0.000000,0.000000,0.000000,0.030000
6673.867146,229.933655,125.990395,-1.576827,0.000002,-0.000000,0.000000,0.000000,0.030000
6673.958764,229.933655,125.990395,-1.576827,0.000002,-0.000000,0.000000,0.000000,0.030000
6674.049083,229.933655,125.990395,-1.576827,0.000002,-0.000000,0.000000,0.000000,0.030000
6674.163754,229.933655,125.990395,-1.576827,0.000001,-0.000000,0.000000,0.000000,0.030000
6674.255474,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6674.351025,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6674.467108,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6674.566259,229.933655,125.990395,-1.576827,0.000000,0.000000,0.000000,0.000000,0.030000
6674.663087,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6674.757515,229.933655,125.990395,-1.576827,0.000000,0.000000,0.000000,0.000000,0.030000
6674.851594,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6674.968655,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6675.063016,229.933655,125.990395,-1.576827,-0.000000,0.000000,0.000000,0.000000,0.030000
6675.159803,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6675.254724,229.933655,125.990395,-1.576827,0.000000,-0.000000,0.000000,0.000000,0.030000
6675.366517,229.933655,125.990395,-1.576827,-0.000000,-0.000000,0.000000,0.000000,0.030000
6675.455371,229.933655,125.990395,-1.576827,-0.000000,-0.000000,0.000000,0.000000,0.030000
6675.570647,229.933655,125.990395,-1.576827,-0.000000,0.000000,0.000000,0.000000,0.030000
6765.176176,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.281258,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.382895,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.484091,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.585546,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.685871,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.794731,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.880470,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6765.995733,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6766.080292,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6766.187617,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
6766.293798,299.399994,129.750000,3.141588,0.000000,-0.000000,0.000000,0.000000,0.000000
